uid,row_id,cell,source_group,first_error_step_1based,steps,gate_open,all32_miss,iu__ridge+tcn+bocpd,equal__ridge+tcn+bocpd,iu__ridge+tcn+noreset,equal__ridge+tcn+noreset,iu__ridge+tcn+mean16,equal__ridge+tcn+mean16,iu__ridge+bocpd+noreset,equal__ridge+bocpd+noreset,iu__ridge+bocpd+mean16,equal__ridge+bocpd+mean16,iu__ridge+noreset+mean16,equal__ridge+noreset+mean16,iu__tcn+bocpd+noreset,equal__tcn+bocpd+noreset,iu__tcn+bocpd+mean16,equal__tcn+bocpd+mean16,iu__tcn+noreset+mean16,equal__tcn+noreset+mean16,iu__bocpd+noreset+mean16,equal__bocpd+noreset+mean16,iu__ridge+tcn+bocpd+noreset,equal__ridge+tcn+bocpd+noreset,iu__ridge+tcn+bocpd+mean16,equal__ridge+tcn+bocpd+mean16,iu__ridge+tcn+noreset+mean16,equal__ridge+tcn+noreset+mean16,iu__ridge+bocpd+noreset+mean16,equal__ridge+bocpd+noreset+mean16,iu__tcn+bocpd+noreset+mean16,equal__tcn+bocpd+noreset+mean16,iu__ridge+tcn+bocpd+noreset+mean16,equal__ridge+tcn+bocpd+noreset+mean16,tcn__real,ridge,bocpd,innovation5
pb_math_q4__3fc9674fa78b8709,math::math-67,pb_math_q4,pb_source_v2:4d69e0ab3cfbb52f712f4e88,6,11,True,True,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
pb_math_q4__18133a420b4bffe6,math::math-670,pb_math_q4,pb_source_v2:87bc519f0322c8cae5d0d272,2,4,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__61de784a92eb2f01,math::math-671,pb_math_q4,pb_source_v2:dde43f20ddcab6660ffc8509,1,6,True,True,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,2,3,2,3,3,3,3,3,2,2,2,3,2,3,2,3,3,3,3
pb_math_q4__599671bb1ce22d93,math::math-679,pb_math_q4,pb_source_v2:1067bf39a29dd9104f5388b2,3,7,True,False,6,6,6,6,6,6,6,6,3,3,3,3,6,6,3,3,3,3,3,3,6,6,6,3,6,6,3,3,3,3,6,6,6,6,3,6
pb_math_q4__1bac288ed8e5cd21,math::math-68,pb_math_q4,pb_source_v2:b3b8a68c6f83d4f64c4911d2,2,4,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__2934bbbd59b2f2cb,math::math-682,pb_math_q4,pb_source_v2:a36123ce498099b257832eec,2,11,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_math_q4__74cf355d4a692035,math::math-688,pb_math_q4,pb_source_v2:8bf64798970322e7088701ae,1,8,True,True,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
pb_math_q4__d4d7c455d79ea9bc,math::math-69,pb_math_q4,pb_source_v2:fdad36f94d240a66e64ab448,8,8,True,False,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
pb_math_q4__c878bbaecf8d2507,math::math-692,pb_math_q4,prmb_source_v2:d9cb37e7731a15bd1122794d,5,9,True,True,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_math_q4__b620cc603a5c75be,math::math-697,pb_math_q4,pb_source_v2:b93d929414a806afa8f35491,1,5,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_math_q4__aa6e1e5bce7bce38,math::math-698,pb_math_q4,pb_source_v2:5fc9b30b72345d8fd3a371d7,1,5,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__ecb27013dc15e4a5,math::math-7,pb_math_q4,pb_source_v2:afc99b5c45cced8d37a034f8,3,7,True,True,5,5,5,5,5,5,5,5,2,5,2,2,5,5,2,5,2,2,5,2,5,5,5,5,5,5,2,2,2,2,5,5,5,5,5,5
pb_math_q4__f8c7973c2dbe80bb,math::math-70,pb_math_q4,pb_source_v2:6c76f6e048aab7628173de3f,4,10,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_math_q4__9f7a9accbdf912e9,math::math-71,pb_math_q4,pb_source_v2:e289309fa3ee1caaecc08879,4,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__42e9fcc5509e480b,math::math-713,pb_math_q4,pb_source_v2:0bb9383e657f1f89f2a0509c,1,7,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_math_q4__2c24c5e0d0679a03,math::math-72,pb_math_q4,pb_source_v2:5cfe242fa4fbc0662c5d7134,2,3,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_math_q4__64088f9db1bc8939,math::math-721,pb_math_q4,prmb_source_v2:83a70be969c4ef1efdab9f8d,5,7,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__590c770d796ab989,math::math-725,pb_math_q4,pb_source_v2:9b383bfa7749e8b42c1ffe65,3,4,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__7ed9f9e78f083b22,math::math-729,pb_math_q4,pb_source_v2:735d95df243e8e1f1d7ab5c4,4,8,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6
pb_math_q4__b56c8070409f8cb1,math::math-73,pb_math_q4,pb_source_v2:559479d14709d4c7ecdd1fbd,2,5,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_math_q4__320bd04e2124a82d,math::math-739,pb_math_q4,pb_source_v2:8ec629f41dd331f6c9220824,6,8,True,True,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
pb_math_q4__1d2c4c0e76209cb6,math::math-74,pb_math_q4,pb_source_v2:f41e46771131f7a5bfef61fb,2,4,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__efff4edd7483e029,math::math-744,pb_math_q4,pb_source_v2:6e398e7cbe8130ab40cb4c31,1,2,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_math_q4__5aa10abc509b4af1,math::math-75,pb_math_q4,pb_source_v2:a429b4b22ffac1d8ae66ab2a,2,5,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_math_q4__3ff2f0d29490278f,math::math-752,pb_math_q4,pb_source_v2:8b58665c2004a440c6d67d1c,4,6,True,True,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
pb_math_q4__625a4692e795fda4,math::math-76,pb_math_q4,pb_source_v2:85543392f459d266fa968f3a,3,10,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_math_q4__f3dc717e09ab7f8e,math::math-764,pb_math_q4,pb_source_v2:af4cf2d1435d8bb5735651a2,1,4,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__f339305df7b06323,math::math-766,pb_math_q4,pb_source_v2:430492511ba012d42b3378fe,6,13,True,True,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
pb_math_q4__467d211a8e90187d,math::math-77,pb_math_q4,pb_source_v2:de6f9eaf9eb5ad409ec9da75,4,6,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_math_q4__73d2ad50d457ae9e,math::math-772,pb_math_q4,pb_source_v2:585d01507e7e891e4ca9313d,1,4,True,False,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
pb_math_q4__7d8f653ad44d22b4,math::math-774,pb_math_q4,pb_source_v2:57885850b963c5bd440191b7,5,8,True,True,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_math_q4__dbba423394884dca,math::math-78,pb_math_q4,pb_source_v2:b7c5de401f15b6aa0317f4f7,1,7,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__e3711af7e63558d6,math::math-783,pb_math_q4,pb_source_v2:529b2f747dfe4996b3305c50,1,4,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_math_q4__fb6ef9019756a5d0,math::math-79,pb_math_q4,pb_source_v2:0274c46339f68d1f4974df75,4,11,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_math_q4__3627036e9c352179,math::math-791,pb_math_q4,pb_source_v2:aad04eeecccc674e674e98cb,4,7,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_math_q4__60f979f4b54058f4,math::math-796,pb_math_q4,pb_source_v2:1022026345c83ad13d27b0ea,6,8,True,False,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_math_q4__3e33ba2c3b60003b,math::math-8,pb_math_q4,pb_source_v2:83fec83a34014d9c3c7ff069,3,4,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_math_q4__6ab053f7efa507e5,math::math-80,pb_math_q4,pb_source_v2:04b3887719771a1d7c100bd0,1,3,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__1d1f6774685add73,math::math-81,pb_math_q4,pb_source_v2:fdf04f4fc7e0b216fe8582a8,3,7,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__a94344c240d14a3a,math::math-814,pb_math_q4,pb_source_v2:990e75760c04a1dfcdaa43f0,2,4,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__9ea3157a1e29354d,math::math-82,pb_math_q4,pb_source_v2:e0a3f17f4be1c7e7ea739bc9,2,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__4f8594bc8784c90b,math::math-828,pb_math_q4,pb_source_v2:37fd9af7c040776d9f4e663e,3,12,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_math_q4__145cb8db414dc1ae,math::math-83,pb_math_q4,pb_source_v2:c8fb59f22faca73f3655ce5b,4,4,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__2380c3d5de041f20,math::math-832,pb_math_q4,pb_source_v2:bb87fd0f23ebc5d118e79ab3,4,5,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
pb_math_q4__38f1d942c4d9f186,math::math-834,pb_math_q4,pb_source_v2:7480605f1472b221dfa10b2a,3,7,True,True,5,5,2,5,5,5,2,7,7,2,5,5,5,5,7,5,5,5,2,7,2,5,5,5,5,5,2,7,2,5,5,5,5,2,7,7
pb_math_q4__a93793a6d7e00c45,math::math-837,pb_math_q4,pb_source_v2:f8f5131f83f180e7b8faf048,4,7,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_math_q4__538c206f7db514f5,math::math-84,pb_math_q4,prmb_source_v2:3e89edffb392c94abbee5556,2,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__71dd2ac81d50fb9e,math::math-85,pb_math_q4,pb_source_v2:e1612692ef7135882c42a9d2,3,4,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_math_q4__75b17db0f19abb74,math::math-851,pb_math_q4,pb_source_v2:bd13f22ffae32f103eb0effa,3,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__b09a560d16a92f0c,math::math-858,pb_math_q4,pb_source_v2:300d6a6ecdb60f4138f8b41d,4,7,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__5069c20cd9aeb59e,math::math-86,pb_math_q4,pb_source_v2:a01ebc0176e2c12b11282201,3,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__f9c980f9deb0b293,math::math-861,pb_math_q4,prmb_source_v2:f35586a49b13dcc5b0857276,5,7,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__b0d1484c38fdb2fa,math::math-87,pb_math_q4,pb_source_v2:9e81f5c07372b18cd49190a7,3,4,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__618150ba53e70460,math::math-873,pb_math_q4,pb_source_v2:8dd2e261f527e22d444776ec,3,6,True,True,4,4,4,2,4,2,4,4,2,2,2,2,4,4,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,4,4,4,4
pb_math_q4__b4e471a985af5265,math::math-875,pb_math_q4,pb_source_v2:66d652be05d7d55975f171f0,2,9,True,False,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9
pb_math_q4__46a9d861e54d2345,math::math-88,pb_math_q4,pb_source_v2:39bc0a14c70940a81cb95107,6,10,True,False,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_math_q4__dac1ca82d025c8ab,math::math-89,pb_math_q4,pb_source_v2:f8cb158dc1705c7dca7cdf17,15,16,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__65741b39529915e8,math::math-898,pb_math_q4,pb_source_v2:792dc8830bef71e540c919e6,3,4,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_math_q4__b2a8e6509dbe1d70,math::math-9,pb_math_q4,pb_source_v2:c6e82feb125a0a7d198ae7fe,10,11,True,True,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
pb_math_q4__266cbb99cf6b7a67,math::math-90,pb_math_q4,pb_source_v2:c4533935b338d4a120dbd115,3,6,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_math_q4__a597126714af31c1,math::math-900,pb_math_q4,pb_source_v2:1fe626b25ceb20fc59833e22,1,4,True,False,1,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4
pb_math_q4__9b5aaa689200186f,math::math-91,pb_math_q4,pb_source_v2:1c3688bd174a5b93eb9fbe29,1,2,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_math_q4__03f9bdafe1ad7d3e,math::math-910,pb_math_q4,pb_source_v2:b6f70a2fcaeee6968423c946,2,14,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_math_q4__44c4453270c65913,math::math-912,pb_math_q4,pb_source_v2:38ab797aa3b45927038e99ed,3,7,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__e6bef8475220fa31,math::math-913,pb_math_q4,prmb_source_v2:d15932265d8ce24a56c74b0a,2,3,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_math_q4__8e09888040f206fb,math::math-914,pb_math_q4,pb_source_v2:263a80293aa561d623d8221a,3,8,True,False,6,3,6,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,6,3,6
pb_math_q4__66dcd2cbde096fa8,math::math-917,pb_math_q4,pb_source_v2:016ea0f819e2545022a66ef5,4,9,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_math_q4__cac81f5f52e84799,math::math-92,pb_math_q4,pb_source_v2:e41f3baba4897458b4a89301,2,9,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_math_q4__53aa93931d07b712,math::math-923,pb_math_q4,pb_source_v2:a446b14c730a66267058e61e,3,8,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
pb_math_q4__b0c025b15f9a5b8e,math::math-925,pb_math_q4,pb_source_v2:fbb151a2b0a74383ac95cd4d,2,5,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_math_q4__5595fb3c3315e3b3,math::math-926,pb_math_q4,pb_source_v2:361e52221bc1e1e865b332e2,5,12,True,True,11,11,11,11,11,11,11,11,11,11,11,11,9,9,11,11,9,11,11,9,11,11,11,11,11,11,11,11,9,9,11,11,11,11,9,9
pb_math_q4__59488da01809b1d8,math::math-93,pb_math_q4,pb_source_v2:d14163b8a9b4bda136bf4ee2,3,3,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__0149edc92fb39577,math::math-936,pb_math_q4,pb_source_v2:608053006c53afb0791e4d56,1,4,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_math_q4__16299873cc8e365d,math::math-938,pb_math_q4,pb_source_v2:0bd22189da230fd993dd65ab,7,9,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_math_q4__6834340d182107e1,math::math-94,pb_math_q4,pb_source_v2:c1e835bdab44b1cd7c3b2378,4,12,True,True,6,9,9,6,6,6,9,6,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,6,6,6,6,9,9,6
pb_math_q4__9174a8f29b32bf42,math::math-940,pb_math_q4,pb_source_v2:75f8e17e47a58adee5f42dd6,1,5,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__c248c5689029d1fe,math::math-942,pb_math_q4,pb_source_v2:bf1b475d2d82a865ac17bd64,1,3,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_math_q4__ea505f4e2a0839d4,math::math-943,pb_math_q4,prmb_source_v2:5967744a6a51288c4ba84997,3,4,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_math_q4__4f13e2f7d27b4747,math::math-948,pb_math_q4,pb_source_v2:c3bf9f471459be6261696cde,1,5,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_math_q4__d979d776e70dabd7,math::math-95,pb_math_q4,pb_source_v2:81fbeb726ab1c3adf2800cfb,4,7,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_math_q4__790384652637bd04,math::math-954,pb_math_q4,pb_source_v2:9e8b93bcb78a44c0857d4ad9,1,6,True,True,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_math_q4__9e5864e6e7f8d611,math::math-958,pb_math_q4,pb_source_v2:b704a09c4c4b356c927324b2,8,11,True,False,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
pb_math_q4__6e236be451b17834,math::math-96,pb_math_q4,pb_source_v2:4b13026e0c1b24e4bb9c164c,6,6,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
