family,method,pool,description,origin,track_record,similar,macro,qa,math,cells,size_mean,size_median,size_min,size_max,size_cells,top_features,picks_subset,needs_anchor,scale,reproduces,macro_today,drift_pp,frac_size3,macro_spread_pp,cell_spread_pp,worst_cell_spread_pp,macro_eigen,macro_complete,role,status,step
a4_antigravity,a4.anchor_s5,c46,Anchor-affinity ranking. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr). Best subset of exactly size N found by this method.,"No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.anchor_adapt, a4.anchor_s4, a4.anchor_s6, a4.good5+K_intrinsic_ah, a4.good5+K_intrinsic_kn, a4.intrinsic_k_ah, a4.recon_adapt",0.7346,0.6937,0.7619,25,5,5,5,5,25,"epr, mean_logprob_entropy, renyi_entropy_2",yes,yes,unit,verified,0.7346,0.0,0.0,0.0,0.0,0.0,0.7344,0.7346,fs_selector_candidate,,Step 186
a5_mrmr,a5.mrmr_a0.0_s5,c46,"mRMR, alpha=0 (pure relevance, no redundancy penalty) — reproduces a4.anchor. Greedy: score(j|S) = relevance(j) - alpha * redundancy(j|S), relevance = |Spearman| with the anchor, redundancy = mean |Spearman| with already-picked features (reuses the cell's cached rho matrix, no recompute). alpha=0 reproduces a4.anchor exactly. Best subset of exactly size N found by this method.","Peng, Long, Ding — ""Feature Selection Based on Mutual Information: Criteria of Max-Dependency, Max-Relevance, and Min-Redundancy"" (mRMR; IEEE TPAMI 27(8), 2005). Uses |Spearman| in place of mutual information (label-free relevance proxy against the anchor, not true MI).","Best: a5.mrmr_a0.7_adapt 0.7379, still below GOOD_5 — adding the redundancy term diversifies the picks (verified: alpha=0 clones near-identical features, alpha=0.7 spreads across the pool) but does not translate into a competitive AUROC.","a5.mrmr_a0.0_adapt, a5.mrmr_a0.0_s4, a5.mrmr_a0.0_s6, a5.mrmr_a0.3_adapt, a5.mrmr_a0.3_s4, a5.mrmr_a0.3_s5, a5.mrmr_a0.3_s6",0.7346,0.6937,0.7619,25,5,5,5,5,25,"epr, mean_logprob_entropy, renyi_entropy_2",yes,yes,unit,verified,0.7346,0.0,0.0,0.0,0.0,0.0,0.7344,0.7346,fs_selector_candidate,,Step 189
a4_antigravity,a4.anchor_s6,h16,Anchor-affinity ranking. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr). Best subset of exactly size N found by this method.,"No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.anchor_adapt, a4.anchor_s4, a4.anchor_s5, a4.good5+K_intrinsic_ah, a4.good5+K_intrinsic_kn, a4.intrinsic_k_ah, a4.recon_adapt",0.7346,0.6884,0.7653,25,6,6,6,6,25,"epr, sw_var_peak, cusum_max",yes,yes,unit,within its own noise,0.7346,-0.0,0.0,0.0,0.0,0.0,0.7368,0.7346,fs_selector_candidate,,Step 186
a5_mrmr,a5.mrmr_a0.0_s6,h16,"mRMR, alpha=0 (pure relevance, no redundancy penalty) — reproduces a4.anchor. Greedy: score(j|S) = relevance(j) - alpha * redundancy(j|S), relevance = |Spearman| with the anchor, redundancy = mean |Spearman| with already-picked features (reuses the cell's cached rho matrix, no recompute). alpha=0 reproduces a4.anchor exactly. Best subset of exactly size N found by this method.","Peng, Long, Ding — ""Feature Selection Based on Mutual Information: Criteria of Max-Dependency, Max-Relevance, and Min-Redundancy"" (mRMR; IEEE TPAMI 27(8), 2005). Uses |Spearman| in place of mutual information (label-free relevance proxy against the anchor, not true MI).","Best: a5.mrmr_a0.7_adapt 0.7379, still below GOOD_5 — adding the redundancy term diversifies the picks (verified: alpha=0 clones near-identical features, alpha=0.7 spreads across the pool) but does not translate into a competitive AUROC.","a5.mrmr_a0.0_adapt, a5.mrmr_a0.0_s4, a5.mrmr_a0.0_s5, a5.mrmr_a0.3_adapt, a5.mrmr_a0.3_s4, a5.mrmr_a0.3_s5, a5.mrmr_a0.3_s6",0.7346,0.6884,0.7653,25,6,6,6,6,25,"epr, sw_var_peak, cusum_max",yes,yes,unit,within its own noise,0.7346,-0.0,0.0,0.0,0.0,0.0,0.7368,0.7346,fs_selector_candidate,,Step 189
a4_antigravity,a4.intrinsic_k_ah,c46,a4.recon's features with the intrinsic-dimension Ahn-Horenstein K rule. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr).,"No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.anchor_adapt, a4.anchor_s4, a4.anchor_s5, a4.anchor_s6",0.733,0.6924,0.7601,25,4.2,4,4,5,25,"epr, mean_logprob_entropy, renyi_entropy_2",yes,yes,unit,verified,0.733,0.0,0.0,0.0,0.0,0.0,0.7327,0.7331,fs_selector_candidate,,Step 186
a5_mrmr,a5.mrmr_a0.7_s4,c46,"mRMR, alpha=0.7 (strong redundancy penalty). Greedy: score(j|S) = relevance(j) - alpha * redundancy(j|S), relevance = |Spearman| with the anchor, redundancy = mean |Spearman| with already-picked features (reuses the cell's cached rho matrix, no recompute). alpha=0 reproduces a4.anchor exactly. Best subset of exactly size N found by this method.","Peng, Long, Ding — ""Feature Selection Based on Mutual Information: Criteria of Max-Dependency, Max-Relevance, and Min-Redundancy"" (mRMR; IEEE TPAMI 27(8), 2005). Uses |Spearman| in place of mutual information (label-free relevance proxy against the anchor, not true MI).","Best: a5.mrmr_a0.7_adapt 0.7379, still below GOOD_5 — adding the redundancy term diversifies the picks (verified: alpha=0 clones near-identical features, alpha=0.7 spreads across the pool) but does not translate into a competitive AUROC.","a5.mrmr_a0.7_adapt, a5.mrmr_a0.7_s5, a5.mrmr_a0.7_s6, a5.mrmr_a0.0_adapt, a5.mrmr_a0.0_s4, a5.mrmr_a0.0_s5, a5.mrmr_a0.0_s6",0.7327,0.6917,0.7601,25,4,4,4,4,25,"epr, mean_logprob_entropy, renyi_entropy_2",yes,yes,unit,verified,0.7327,0.0,0.0,0.0,0.0,0.0,0.7328,0.7328,fs_selector_candidate,,Step 189
a4_antigravity,a4.anchor_s4,c46,Anchor-affinity ranking. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr). Best subset of exactly size N found by this method.,"No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.anchor_adapt, a4.anchor_s5, a4.anchor_s6, a4.good5+K_intrinsic_ah, a4.good5+K_intrinsic_kn, a4.intrinsic_k_ah, a4.recon_adapt",0.7326,0.6917,0.7598,25,4,4,4,4,25,"epr, mean_logprob_entropy, renyi_entropy_2",yes,yes,unit,verified,0.7326,0.0,0.0,0.0,0.0,0.0,0.7326,0.7326,fs_selector_candidate,,Step 186
a5_mrmr,a5.mrmr_a0.0_s4,c46,"mRMR, alpha=0 (pure relevance, no redundancy penalty) — reproduces a4.anchor. Greedy: score(j|S) = relevance(j) - alpha * redundancy(j|S), relevance = |Spearman| with the anchor, redundancy = mean |Spearman| with already-picked features (reuses the cell's cached rho matrix, no recompute). alpha=0 reproduces a4.anchor exactly. Best subset of exactly size N found by this method.","Peng, Long, Ding — ""Feature Selection Based on Mutual Information: Criteria of Max-Dependency, Max-Relevance, and Min-Redundancy"" (mRMR; IEEE TPAMI 27(8), 2005). Uses |Spearman| in place of mutual information (label-free relevance proxy against the anchor, not true MI).","Best: a5.mrmr_a0.7_adapt 0.7379, still below GOOD_5 — adding the redundancy term diversifies the picks (verified: alpha=0 clones near-identical features, alpha=0.7 spreads across the pool) but does not translate into a competitive AUROC.","a5.mrmr_a0.0_adapt, a5.mrmr_a0.0_s5, a5.mrmr_a0.0_s6, a5.mrmr_a0.3_adapt, a5.mrmr_a0.3_s4, a5.mrmr_a0.3_s5, a5.mrmr_a0.3_s6",0.7326,0.6917,0.7598,25,4,4,4,4,25,"epr, mean_logprob_entropy, renyi_entropy_2",yes,yes,unit,verified,0.7326,0.0,0.0,0.0,0.0,0.0,0.7326,0.7327,fs_selector_candidate,,Step 189
a5_mrmr,a5.mrmr_a0.3_s4,c46,"mRMR, alpha=0.3 (light redundancy penalty). Greedy: score(j|S) = relevance(j) - alpha * redundancy(j|S), relevance = |Spearman| with the anchor, redundancy = mean |Spearman| with already-picked features (reuses the cell's cached rho matrix, no recompute). alpha=0 reproduces a4.anchor exactly. Best subset of exactly size N found by this method.","Peng, Long, Ding — ""Feature Selection Based on Mutual Information: Criteria of Max-Dependency, Max-Relevance, and Min-Redundancy"" (mRMR; IEEE TPAMI 27(8), 2005). Uses |Spearman| in place of mutual information (label-free relevance proxy against the anchor, not true MI).","Best: a5.mrmr_a0.7_adapt 0.7379, still below GOOD_5 — adding the redundancy term diversifies the picks (verified: alpha=0 clones near-identical features, alpha=0.7 spreads across the pool) but does not translate into a competitive AUROC.","a5.mrmr_a0.3_adapt, a5.mrmr_a0.3_s5, a5.mrmr_a0.3_s6, a5.mrmr_a0.0_adapt, a5.mrmr_a0.0_s4, a5.mrmr_a0.0_s5, a5.mrmr_a0.0_s6",0.7326,0.6917,0.7598,25,4,4,4,4,25,"epr, mean_logprob_entropy, renyi_entropy_2",yes,yes,unit,verified,0.7326,0.0,0.0,0.0,0.0,0.0,0.7326,0.7327,fs_selector_candidate,,Step 189
a5_mrmr,a5.mrmr_a0.5_s4,c46,"mRMR, alpha=0.5. Greedy: score(j|S) = relevance(j) - alpha * redundancy(j|S), relevance = |Spearman| with the anchor, redundancy = mean |Spearman| with already-picked features (reuses the cell's cached rho matrix, no recompute). alpha=0 reproduces a4.anchor exactly. Best subset of exactly size N found by this method.","Peng, Long, Ding — ""Feature Selection Based on Mutual Information: Criteria of Max-Dependency, Max-Relevance, and Min-Redundancy"" (mRMR; IEEE TPAMI 27(8), 2005). Uses |Spearman| in place of mutual information (label-free relevance proxy against the anchor, not true MI).","Best: a5.mrmr_a0.7_adapt 0.7379, still below GOOD_5 — adding the redundancy term diversifies the picks (verified: alpha=0 clones near-identical features, alpha=0.7 spreads across the pool) but does not translate into a competitive AUROC.","a5.mrmr_a0.5_adapt, a5.mrmr_a0.5_s5, a5.mrmr_a0.5_s6, a5.mrmr_a0.0_adapt, a5.mrmr_a0.0_s4, a5.mrmr_a0.0_s5, a5.mrmr_a0.0_s6",0.7326,0.6917,0.7598,25,4,4,4,4,25,"epr, mean_logprob_entropy, renyi_entropy_2",yes,yes,unit,verified,0.7326,0.0,0.0,0.0,0.0,0.0,0.7326,0.7327,fs_selector_candidate,,Step 189
a5_mrmr,a5.mrmr_a0.5_s5,h16,"mRMR, alpha=0.5. Greedy: score(j|S) = relevance(j) - alpha * redundancy(j|S), relevance = |Spearman| with the anchor, redundancy = mean |Spearman| with already-picked features (reuses the cell's cached rho matrix, no recompute). alpha=0 reproduces a4.anchor exactly. Best subset of exactly size N found by this method.","Peng, Long, Ding — ""Feature Selection Based on Mutual Information: Criteria of Max-Dependency, Max-Relevance, and Min-Redundancy"" (mRMR; IEEE TPAMI 27(8), 2005). Uses |Spearman| in place of mutual information (label-free relevance proxy against the anchor, not true MI).","Best: a5.mrmr_a0.7_adapt 0.7379, still below GOOD_5 — adding the redundancy term diversifies the picks (verified: alpha=0 clones near-identical features, alpha=0.7 spreads across the pool) but does not translate into a competitive AUROC.","a5.mrmr_a0.5_adapt, a5.mrmr_a0.5_s4, a5.mrmr_a0.5_s6, a5.mrmr_a0.0_adapt, a5.mrmr_a0.0_s4, a5.mrmr_a0.0_s5, a5.mrmr_a0.0_s6",0.7325,0.688,0.7621,25,5,5,5,5,25,"epr, sw_var_peak, cusum_max",yes,yes,unit,within its own noise,0.7325,0.0,0.0,0.0,0.0,0.0,0.7367,0.731,fs_selector_candidate,,Step 189
a5_mrmr,a5.mrmr_a0.3_s4,h16,"mRMR, alpha=0.3 (light redundancy penalty). Greedy: score(j|S) = relevance(j) - alpha * redundancy(j|S), relevance = |Spearman| with the anchor, redundancy = mean |Spearman| with already-picked features (reuses the cell's cached rho matrix, no recompute). alpha=0 reproduces a4.anchor exactly. Best subset of exactly size N found by this method.","Peng, Long, Ding — ""Feature Selection Based on Mutual Information: Criteria of Max-Dependency, Max-Relevance, and Min-Redundancy"" (mRMR; IEEE TPAMI 27(8), 2005). Uses |Spearman| in place of mutual information (label-free relevance proxy against the anchor, not true MI).","Best: a5.mrmr_a0.7_adapt 0.7379, still below GOOD_5 — adding the redundancy term diversifies the picks (verified: alpha=0 clones near-identical features, alpha=0.7 spreads across the pool) but does not translate into a competitive AUROC.","a5.mrmr_a0.3_adapt, a5.mrmr_a0.3_s5, a5.mrmr_a0.3_s6, a5.mrmr_a0.0_adapt, a5.mrmr_a0.0_s4, a5.mrmr_a0.0_s5, a5.mrmr_a0.0_s6",0.7319,0.6936,0.7575,25,4,4,4,4,25,"epr, sw_var_peak, cusum_max",yes,yes,unit,code fix: Step-205 exact small-m solve,0.7411,0.91,0.0,0.0,0.0,0.0,0.728,0.724,fs_selector_candidate,,Step 189
a5_mrmr,a5.mrmr_a0.5_s6,h16,"mRMR, alpha=0.5. Greedy: score(j|S) = relevance(j) - alpha * redundancy(j|S), relevance = |Spearman| with the anchor, redundancy = mean |Spearman| with already-picked features (reuses the cell's cached rho matrix, no recompute). alpha=0 reproduces a4.anchor exactly. Best subset of exactly size N found by this method.","Peng, Long, Ding — ""Feature Selection Based on Mutual Information: Criteria of Max-Dependency, Max-Relevance, and Min-Redundancy"" (mRMR; IEEE TPAMI 27(8), 2005). Uses |Spearman| in place of mutual information (label-free relevance proxy against the anchor, not true MI).","Best: a5.mrmr_a0.7_adapt 0.7379, still below GOOD_5 — adding the redundancy term diversifies the picks (verified: alpha=0 clones near-identical features, alpha=0.7 spreads across the pool) but does not translate into a competitive AUROC.","a5.mrmr_a0.5_adapt, a5.mrmr_a0.5_s4, a5.mrmr_a0.5_s5, a5.mrmr_a0.0_adapt, a5.mrmr_a0.0_s4, a5.mrmr_a0.0_s5, a5.mrmr_a0.0_s6",0.7309,0.6816,0.7638,25,6,6,6,6,25,"epr, sw_var_peak, cusum_max",yes,yes,unit,within its own noise,0.7309,-0.0,0.0,0.0,0.0,0.0,0.7304,0.7296,fs_selector_candidate,,Step 189
a5_mrmr,a5.mrmr_a0.3_s6,h16,"mRMR, alpha=0.3 (light redundancy penalty). Greedy: score(j|S) = relevance(j) - alpha * redundancy(j|S), relevance = |Spearman| with the anchor, redundancy = mean |Spearman| with already-picked features (reuses the cell's cached rho matrix, no recompute). alpha=0 reproduces a4.anchor exactly. Best subset of exactly size N found by this method.","Peng, Long, Ding — ""Feature Selection Based on Mutual Information: Criteria of Max-Dependency, Max-Relevance, and Min-Redundancy"" (mRMR; IEEE TPAMI 27(8), 2005). Uses |Spearman| in place of mutual information (label-free relevance proxy against the anchor, not true MI).","Best: a5.mrmr_a0.7_adapt 0.7379, still below GOOD_5 — adding the redundancy term diversifies the picks (verified: alpha=0 clones near-identical features, alpha=0.7 spreads across the pool) but does not translate into a competitive AUROC.","a5.mrmr_a0.3_adapt, a5.mrmr_a0.3_s4, a5.mrmr_a0.3_s5, a5.mrmr_a0.0_adapt, a5.mrmr_a0.0_s4, a5.mrmr_a0.0_s5, a5.mrmr_a0.0_s6",0.7307,0.6811,0.7637,25,6,6,6,6,25,"epr, sw_var_peak, cusum_max",yes,yes,unit,within its own noise,0.7307,-0.0,0.0,0.0,0.0,0.0,0.7349,0.7295,fs_selector_candidate,,Step 189
classical_fs,mcfs_s5,c46,"MCFS (Cai-Zhang-He 2010) multi-cluster feature selection. All three build one sample-similarity graph per cell then rank features against it: Laplacian Score and SPEC by a normalized-Laplacian Rayleigh quotient (lower=better, feature varies ALONG the manifold not across it); MCFS by L1-regressing top-K spectral embeddings onto the features (higher=better, feature reconstructs cluster structure). Best subset of exactly size N found by this method.","Three methods, three papers, one family: Laplacian Score (He, Cai, Niyogi, NIPS 2005); SPEC/phi2 (Zhao & Liu, ICML 2007); MCFS (Cai, Zhang, He, KDD 2010).",The textbook unsupervised-FS baselines this project's learned selectors are meant to beat; all score well below GOOD_5.,"mcfs_adapt, mcfs_s4, mcfs_s6, lapscore_adapt, lapscore_s4, lapscore_s5, lapscore_s6",0.7306,0.6694,0.7714,25,5,5,5,5,25,"topk_tail_mass, dominant_freq, hl_ratio",yes,yes,unit,verified,0.7306,0.0,0.0,0.0,0.0,0.0,0.7351,0.7235,fs_selector_candidate,,Step 186
